Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary
Bianchi,805,Spain,Male,37,5,0,1,0,21928.81
Holman,548,France,Male,49,9,108437.89,0,0,127022.87
Obidimkpa,672,France,Male,37,5,153195.59,1,1,162763.01
Wallace,773,France,Male,45,8,96877.21,1,1,113950.51
Ash,614,France,Male,44,6,0,0,1,104930.46
Ku,537,France,Female,38,10,0,0,0,52337.97
Uspensky,704,France,Female,40,6,95452.89,0,1,179964.55
Shih,586,Spain,Male,41,3,63873.56,1,0,83753.64
Kumm,677,France,Female,24,0,148298.59,0,0,182913.95
Carey,558,Spain,Female,31,7,0,1,0,166720.28
Farber,634,France,Female,37,7,143258.85,1,0,192721.98
Calabrese,655,France,Male,37,9,121342.24,1,1,180241.44
Findlay,619,France,Female,28,6,99152.73,1,0,48475.12
Yu,662,France,Female,41,4,0,1,0,126551.48
Edments,705,Spain,Male,33,7,68423.89,1,1,64872.55
Brown,527,Spain,Female,35,8,0,1,0,98031.53
Lindon,630,France,Female,25,7,79656.81,1,0,93524.22
Chukwudi,850,France,Male,35,2,0,1,1,56991.66
Caldwell,668,France,Female,53,10,110240.04,0,0,183980.56
Li Fonti,573,France,Female,32,9,125321.84,1,1,130234.63
Pitcher,680,France,Male,27,3,0,1,0,32454.26
Capon,758,France,Female,32,2,84378.9,1,1,75396.43
Kable,597,France,Male,45,7,0,0,0,167756.45
Lo Duca,580,France,Male,35,10,136281.41,1,1,24799.47
Kulikova,622,France,Male,59,5,119380.37,1,1,60429.43
Navarrete,638,France,Male,62,4,108716.59,1,1,74241.09
Huguley,640,France,Female,20,4,0,0,1,78310.82
Han,644,Spain,Male,28,0,0,1,0,119419.37
Horsley,753,France,Female,31,6,106596.29,0,0,91305.77
Massie,629,France,Female,37,10,99546.25,0,1,25136.95
Singh,775,France,Female,30,5,0,1,0,193880.6
H?,701,France,Female,41,2,0,1,0,47856.78
Doyle,708,Spain,Male,19,7,112615.86,1,1,4491.77
Grant,521,Spain,Female,22,10,0,1,1,101311.95
Law,636,France,Female,24,9,0,0,1,38830.72
King,529,France,Female,31,5,0,1,0,26817.23
Onwubiko,757,France,Male,28,3,75381.15,1,1,199727.72
Romano,767,Spain,Female,24,5,0,1,1,67445.85
Okwudilichukwu,525,Spain,Male,33,5,0,1,0,161002.29
Milano,759,Spain,Male,38,1,0,1,0,20778.39
Parker,520,France,Female,45,1,123086.39,1,1,41042.4
Aitken,738,France,Female,26,3,0,1,0,67484.16
Obiora,548,Spain,Male,37,4,0,1,0,121763.68
Vasilyeva,535,Spain,Male,48,9,109472.47,1,0,157358.43
Chiabuotu,615,Spain,Male,59,4,155766.05,1,1,110275.17
Slater,850,France,Male,38,7,101985.81,0,0,43801.27
Hughes,487,France,Female,34,2,96019.5,0,0,9085
Menkens,731,France,Male,30,7,0,0,1,143086.09
Pisani,726,Spain,Female,35,9,0,0,1,100556.98
Y?an,609,France,Female,35,2,147900.43,1,0,140000.29
Milani,714,France,Male,52,4,100755.66,1,1,186775.25
Chin,694,Spain,Female,35,7,0,1,0,133570.43
Fu,786,France,Female,33,0,83036.05,0,1,154990.58
Howells,698,Spain,Male,27,6,125427.37,0,0,27654.44
Ni,601,France,Female,46,3,98202.76,0,0,137763.93
Maslova,769,Spain,Male,41,1,72509.91,1,0,25723.73
Forster,850,France,Male,44,3,140393.65,0,1,186285.52
Sun,646,Spain,Female,50,5,142644.64,1,1,142208.5
Bocharova,659,France,Female,44,9,23503.31,0,1,169862.01
Y?an,487,Spain,Male,33,8,145729.71,1,0,41365.85
Singh,740,France,Female,40,2,122295.17,1,1,30812.84
Nkemakonam,686,France,Male,39,4,0,1,0,155023.93
Chiemenam,612,Spain,Female,36,5,119799.27,1,0,159416.58
Angelo,655,Spain,Male,37,8,163708.58,0,0,76259.23
Frolov,617,France,Male,34,1,61687.33,1,0,105965.25
West,674,France,Female,27,4,79144.34,0,1,50743.83
Beatham,711,Spain,Male,32,5,0,1,1,147720.27
Pollard,624,France,Female,27,7,104848.68,1,1,167387.36
Hsing,597,Spain,Male,26,5,0,0,1,95159.13
Dowse,682,Spain,Male,46,4,0,1,1,4654.28
Lucciano,775,France,Male,45,8,0,1,0,130376.68
Godfrey,727,France,Female,29,1,146652.01,1,1,173486.39
Gratton,629,France,Male,31,6,0,1,0,93881.75
Manning,684,France,Male,46,0,0,1,1,36376.97
Mazzi,549,France,Female,37,1,130622.34,1,1,128499.94
Wall,593,France,Male,69,2,187013.13,0,1,105898.69
Sims,536,Spain,Male,40,9,0,1,1,11959.03
Allan,707,France,Female,36,6,0,0,0,98810.78
Griffen,592,Spain,Male,41,0,0,1,0,65906.07
Russell,703,France,Male,44,6,98862.54,1,0,151516.7
Brown,723,Spain,Female,45,4,0,1,0,37214.39
Palerma,452,France,Male,52,1,98443.14,0,0,92033.98
Gilbert,552,Spain,Male,42,4,0,0,0,195692.3
Uvarov,633,France,Female,47,0,0,1,1,6342.84
Wisdom,479,France,Female,23,9,123575.51,0,1,95148.28
Hussain,768,France,Male,25,6,0,1,1,21215.67
Woods,742,France,Male,31,4,105239.1,1,1,19700.24
Cameron,668,France,Male,56,9,110993.79,1,0,134396.64
Mai,707,Spain,Male,44,3,0,1,1,135077.01
Gibson,754,Spain,Male,39,7,157691.98,1,0,133600.89
Grigoryeva,544,France,Male,47,5,105245.21,0,0,99922.08
Gunter,718,Spain,Male,32,8,0,1,1,41399.33
Arcuri,762,France,Male,31,7,117687.35,1,1,159344.43
Tung,772,France,Male,23,2,0,1,0,18364.19
Smith,691,France,Female,37,7,123067.63,1,1,98162.44
Lori,502,France,Male,45,0,0,0,0,84663.21
Chidimma,563,France,Female,34,6,0,0,0,36536.93
Ting,676,France,Female,41,4,101457.14,1,1,79101.67
Tsao,576,Spain,Male,52,2,100549.43,1,1,16644.16
Collee,629,Spain,Male,35,4,174588.8,0,1,158420.14
Lettiere,625,Spain,Male,52,8,121161.57,1,0,48988.28
Fu,628,France,Male,45,9,0,1,1,96862.56
Bergamaschi,471,France,Female,36,5,90063.74,1,1,96366.7
Dyer,811,France,Female,45,5,0,1,1,146123.19
Buccho,504,France,Male,42,3,134936.97,0,0,135178.91
Jones,687,France,Female,24,3,110495.27,1,0,158615.41
Nebechi,660,France,Female,37,2,133200.09,0,0,71433.88
Ibekwe,548,France,Female,41,4,82596.8,0,1,55672.09
Gorshkov,609,France,Male,31,9,103837.75,1,1,150218.11
Nweke,659,Spain,Female,42,2,0,0,0,162734.31
Hairston,526,France,Male,52,8,93590.47,0,1,21228.71
Loggia,725,France,Male,40,8,104149.66,1,0,62027.9
Morgan,519,France,Male,38,1,114141.64,1,1,60988.21
Abdulov,562,France,Female,31,9,117153,1,1,108675.01
Norris,482,France,Male,45,7,156353.46,1,0,72643.95
Clark,535,Spain,Male,37,3,175534.78,1,1,9241.52
Chukwudi,561,France,Female,27,9,135637,1,0,153080.4
Perkin,661,France,Female,30,7,0,1,0,72196.57
Ch'ang,771,France,Male,27,2,0,1,1,199527.34
Kang,545,France,Male,26,7,0,0,1,156598.23
Chukwudi,850,France,Female,33,2,83415.04,0,1,74917.64
Frolova,601,France,Male,43,3,141859.12,1,1,111249.62
Chiu,712,France,Male,38,7,132767.66,1,1,59115.77
Simpson,589,France,Female,31,10,110635.32,1,0,148218.86
McLean,600,Spain,Male,37,8,177657.35,1,1,77142.32
Hu,642,France,Male,41,4,157777.58,1,0,67484.6
Savage,575,France,Male,47,9,107915.94,1,1,63452.18
Wallace,570,France,Female,57,5,86568.75,0,1,103660.31
Winter,532,France,Male,52,9,137755.76,1,0,163191.99
Ho,796,France,Male,30,2,137262.71,1,0,62905.29
Su,833,Spain,Male,32,6,0,1,1,44323.22
Li Fonti,642,Spain,Female,36,6,0,1,1,97938.59
Ives,655,France,Male,28,10,0,0,1,126565.21
Trevisani,736,France,Male,50,9,116309.01,1,0,185360.4
Bond,617,France,Female,34,0,131244.65,1,0,183229.02
Lettiere,762,France,Male,28,3,125155.83,1,1,106024.02
Houghton,703,France,Male,35,5,140691.08,1,0,167810.26
Lei,507,France,Male,41,3,58820.32,1,1,138536.09
Stirling,581,France,Female,26,3,105099.45,1,1,184520
Grant,593,France,Male,31,9,0,0,1,20492.16
Baresi,648,France,Male,23,9,168372.52,1,0,134676.72
Pearce,462,France,Male,34,1,94682.56,1,0,138478.2
Rutledge,596,Spain,Male,36,2,0,0,1,125557.95
Udegbunam,627,France,Female,44,5,0,1,0,82969.61
Zaytseva,494,France,Male,40,7,0,0,1,158071.69
Onyemauchechukwu,627,France,Male,73,0,146329.73,0,1,43615.67
Mullah,850,Spain,Male,37,2,0,1,0,119969.99
Candler,632,France,Female,49,5,167962.7,0,0,140201.21
Konovalova,490,France,Male,33,1,0,1,1,80792.83
Lei,715,France,Male,40,7,0,1,1,141359.11
Hollis,679,France,Male,48,8,0,1,0,23344.94
Lionel,619,France,Male,44,3,116967.68,1,0,5075.17
Francis,465,Spain,Female,33,6,0,1,1,95500.98
Carter,736,Spain,Male,32,7,0,0,1,79082.62
Mai,501,France,Female,34,7,93244.42,0,1,199805.63
Johnson,535,France,Female,29,5,0,0,1,52709.55
Sherman,759,France,Female,33,2,0,1,0,56583.88
Sabbatini,819,France,Male,35,1,0,0,1,3385.04
Shih,533,France,Male,43,4,80442.06,0,1,12537.42
Yao,632,France,Female,35,2,150561.03,0,0,64722.61
Ko,686,France,Male,60,9,0,1,1,75246.21
Kazakova,687,France,Female,34,9,125474.44,1,0,198929.84
Chiganu,667,France,Female,33,4,127076.68,1,0,69011.66
Nucci,699,Spain,Female,25,8,0,1,1,52404.47
Marsden,497,Spain,Male,37,8,128650.11,1,1,163641.53
Serena,780,Spain,Female,33,6,145580.61,1,1,154598.56
McLean,652,France,Female,51,3,0,1,0,173989.47
Longo,477,France,Male,47,9,144900.58,1,0,61315.37
Wilson,652,France,Female,37,4,0,1,0,143393.24
Hsiung,488,France,Female,31,8,97588.6,0,0,124210.53
Wright,572,France,Male,24,1,0,1,1,151460.84
Folliero,755,France,Female,38,1,0,1,0,20734.81
Johnston,779,France,Female,24,10,122200.31,1,0,43705.56
Palermo,693,Spain,Female,46,3,151709.33,1,0,180736.24
Nwabugwu,530,Spain,Female,22,7,0,1,0,104170.48
Endrizzi,738,Spain,Female,33,3,122134.4,0,1,27867.59
Tuan,690,France,Male,31,2,137260.45,1,0,55387.28
Udobata,611,France,Female,30,9,88594.14,1,0,196332.45
Ibezimako,643,Spain,Male,34,6,0,1,1,116046.22
Maclean,632,France,Male,41,8,127205.32,1,0,93874.87
Shaw,727,Spain,Female,31,10,96997.09,0,0,76614.04
Cummins,508,France,Female,64,2,0,1,1,6076.62
Lavrentiev,550,France,Male,31,5,142200.19,1,1,122221.71
Saunders,754,France,Female,39,3,160761.41,1,1,24156.03
Fiorentino,759,France,Male,26,4,0,1,0,135394.62
Knight,794,Spain,Male,33,8,0,0,0,91340.02
Manfrin,549,France,Male,29,3,0,1,0,146090.38
Zetticci,671,France,Male,31,0,116234.61,1,0,172096.08
Angelo,756,France,Female,26,5,155143.52,0,1,135034.57
Zhdanov,632,France,Female,21,1,0,1,0,84008.66
Peck,579,France,Male,38,8,0,0,0,91763.67
Uwaezuoke,748,France,Male,34,5,84009.47,1,1,137001.1
White,488,France,Female,28,7,139246.22,1,0,106799.49
Greco,710,France,Male,58,7,170113,0,1,10494.64
Chu,619,Spain,Female,41,8,0,1,1,79866.73
Kodilinyechukwu,773,France,Male,64,2,145578.28,0,1,186172.85
Scott,657,Spain,Male,75,7,126273.95,0,1,91673.6
Enyinnaya,579,France,Female,26,10,162482.76,1,1,18458.2
Hao,542,France,Male,29,9,0,1,0,8342.35
McElhone,709,France,Female,32,2,87814.89,1,0,138578.37
Ko,617,Spain,Male,61,3,113858.95,1,1,38129.22
Day,568,France,Male,43,5,87612.64,1,1,107155.4
Harris,769,France,Female,73,1,0,1,1,29792.11
Gerald,608,France,Male,26,1,106648.98,0,1,7063.6
Nebeuwa,503,Spain,Male,31,4,0,1,1,21645.06
Kaodilinakachukwu,608,France,Female,38,8,103653.51,1,1,137079.86
Maruff,731,France,Male,37,3,116880.53,0,0,172718.35
Howe,850,France,Female,40,4,97990.49,0,0,106691.02
Knepper,591,France,Female,34,4,150635.3,1,1,72274.84
Fennell,579,Spain,Male,37,4,0,1,1,32246.63
T'ao,570,France,Male,39,10,129674.89,1,0,80552.36
Morris,709,France,Female,37,9,0,1,0,16733.59
Holmes,611,France,Male,53,3,83568.26,0,0,1235.49
Yu,775,Spain,Male,48,4,178144.91,0,0,50168.41
Walker,699,France,Male,36,6,147137.74,1,1,33687.9
Edwards,618,France,Male,37,5,0,0,1,178705.45
Harvey,704,France,Male,36,3,114370.41,0,1,66810.48
McDonald,835,France,Female,47,5,108289.28,1,1,45859.55
Chambers,714,France,Male,39,3,149887.49,1,0,63846.36
Reed,581,Spain,Female,43,4,170172.9,0,1,100236.02
Shih,592,France,Male,27,3,0,1,1,19645.65
Onyemachukwu,551,France,Male,43,7,0,1,0,178393.68
Teng,689,France,Female,28,2,64808.32,0,0,78591.15
Hand,604,France,Female,56,0,62732.65,0,1,124954.56
Onyemauchechukwu,514,France,Female,41,7,0,1,1,3756.65
Bailey,698,France,Male,29,5,95167.55,1,1,152723.23
Chiang,581,France,Female,54,2,152508.99,1,0,187597.98
Maclean,573,France,Male,31,0,134644.19,1,1,70381.49
Yobachi,449,Spain,Female,33,8,0,0,0,156792.89
Munro,850,France,Female,31,3,51293.47,0,0,35534.68
Chidi,612,France,Male,41,5,0,0,0,151256.22
Chamberlain,690,Spain,Male,49,8,116622.73,0,1,51011.29
Trujillo,599,Spain,Female,49,2,0,1,0,111190.53
Tang,498,France,Male,33,1,198113.86,1,0,69664.35
Wilson,497,France,Female,29,4,85646.81,0,0,63233.02
Mann,802,Spain,Male,51,7,0,0,1,40855.79
Parry,644,France,Male,33,9,141234.98,1,0,95673.05
Manfrin,714,France,Male,34,10,0,1,1,80234.14
Millar,690,France,Female,40,9,77641.99,0,0,189051.59
Simmons,522,Spain,Male,30,3,0,1,0,145490.85
Beneventi,502,France,Female,40,7,117304.29,0,0,196278.32
Chung,730,Spain,Female,62,2,0,1,1,162889.1
Maxwell,590,France,Male,36,6,92340.69,1,1,174667.58
Dale,458,France,Male,35,9,146780.52,1,1,3476.38
Stevens,553,Spain,Male,41,6,144974.55,1,1,19344.92
Wei,479,France,Male,47,1,0,1,0,95270.83
Chiu,693,France,Male,31,2,0,1,1,107759.31
Duncan,707,Spain,Male,43,10,0,1,0,118368.2
Brady,636,Spain,Male,37,1,115137.26,1,0,52484.01
Macleod,807,France,Male,33,10,101952.97,1,0,178153.65
Berkeley,513,France,Female,45,0,164649.52,1,0,49915.52
Kaur,582,France,Male,31,2,0,1,1,33747.03
Bell,694,France,Male,32,0,91956.49,1,1,59961.81
Nwokike,777,France,Male,39,8,0,1,1,18613.52
Williamson,598,France,Male,32,9,123938.6,1,0,198894.42
Mountgarrett,762,France,Male,46,6,123571.77,0,1,57014.17
Wreford,588,France,Female,34,3,120777.88,1,1,131729.52
Paterson,663,France,Male,42,5,90248.79,1,1,79169.73
Hou,777,France,Male,36,7,0,1,0,106472.34
Smith,592,France,Male,71,4,0,0,1,17013.54
Peng,631,France,Male,48,1,106396.48,1,1,150661.42
Wollstonecraft,725,France,Female,47,1,104887.43,0,0,86622.56
Bolton,850,France,Male,34,2,72079.71,1,1,115767.93
Corrie,540,France,Male,37,6,0,1,0,141998.89
Boyle,674,Spain,Male,36,2,0,1,1,182787.17
Lambie,553,France,Male,38,3,99844.68,0,0,187915.7
Cartwright,630,France,Female,28,1,0,1,1,133267.78
Lu,466,France,Male,26,3,156815.71,1,1,137476.09
Pisano,613,France,Male,47,6,146034.74,1,1,77146.14
Chukwubuikem,558,France,Male,27,1,152283.39,1,0,183271.15
Harper,775,France,Female,33,1,118897.1,1,1,26362.4
Wilson,698,France,Male,52,8,96781.39,1,1,153373.71
Ch'in,608,France,Male,33,1,102772.67,1,0,70705.58
Streeton,670,Spain,Female,20,4,0,1,0,119759.24
Ch'ang,591,Spain,Male,39,8,0,0,0,42392.24
Pennington,633,France,Male,40,4,150578,0,1,34670.62
T'ien,678,France,Female,46,1,0,0,0,82106.19
Liu,590,France,Male,47,3,0,1,0,171774.5
Cunningham,705,France,Female,48,0,0,0,0,149772.61
Ch'in,608,France,Male,42,10,163548.07,1,0,38866.85
Smith,682,France,Female,37,8,148580.12,1,0,35179.18
Anderson,596,France,Male,32,3,96709.07,0,0,41788.37
Forbes,395,France,Female,34,5,106011.59,1,1,17376.57
Ansell,578,France,Male,37,1,135650.88,1,0,199428.19
Chiu,547,France,Male,55,4,111362.76,1,0,16922.28
Yevdokimova,609,France,Male,37,1,39344.83,1,1,178291.89
Chamberlin,774,France,Male,36,9,130809.77,1,0,152290.28
Johnston,712,France,Female,27,2,133009.51,1,0,126809.15
McDonald,585,France,Female,28,9,135337.49,1,1,40385.61
Chen,666,France,Female,32,10,112536.57,1,1,34350.54
Cattaneo,708,Spain,Female,35,8,122570.69,0,0,199005.88
Barclay-Harvey,513,France,Male,44,1,63562.02,0,1,52629.73
Dawson,445,France,Male,37,3,0,1,1,180012.39
Costa,690,France,Male,44,9,100368.63,0,0,35342.33
Chikwado,850,France,Male,37,6,0,1,0,109291.22
Ch'eng,537,Spain,Female,33,7,136082,1,0,62746.54
Harrison,705,France,Male,48,9,114169.16,0,0,173273.2
Crawford,670,France,Female,45,5,47884.92,1,1,54340.24
Gibson,652,Spain,Female,36,1,0,1,1,19302.78
Martin,696,Spain,Male,24,9,0,0,0,10883.52
Stokes,747,France,Male,49,6,202904.64,1,1,17298.72
Niu,511,France,Female,46,1,0,1,1,115779.48
Ampt,743,Spain,Male,43,2,161807.18,0,1,93228.86
Wynn,532,France,Male,52,3,110791.97,1,0,148704.77
Lawrence,642,Spain,Female,33,9,0,1,1,150475.14
Wagner,554,France,Female,54,6,108755,1,0,40914.32
Argyle,604,Spain,Female,34,3,0,1,0,38587.7
Ofodile,602,France,Female,72,3,0,1,1,171260.66
Chiemenam,757,Spain,Female,55,9,117294.12,1,0,94187.47
Akobundu,491,France,Male,26,4,102251.14,1,1,145900.89
Locke,850,France,Male,31,4,0,0,0,152298.28
Bullen,521,France,Male,22,5,0,1,1,99828.45
Forster,726,France,Male,37,2,132057.92,1,0,34743.98
Smith,596,France,Male,33,8,0,1,0,121189.3
Craig,850,France,Female,35,7,114285.2,0,1,129660.59
Archer,637,France,Female,41,9,0,1,0,145477.36
McWilliams,690,Spain,Male,32,2,76087.98,0,1,151822.66
Moss,689,France,Male,40,8,160272.27,1,0,49656.24
Townsend,633,Spain,Male,63,4,114552.6,1,0,73856.28
Brown,555,France,Female,27,8,102000.17,1,1,116757
Munson,563,Spain,Male,24,7,0,0,0,16319.56
T'ien,494,France,Female,33,1,137853,0,1,90273.85
Shubin,534,France,Male,27,9,0,1,0,161344.13
Isayeva,696,France,Male,42,7,162318.61,1,0,121061.89
Hung,535,Spain,Female,50,1,140292.58,0,0,69531.22
Webb,600,France,Male,34,0,0,0,1,3756.23
Scott,807,France,Female,34,1,0,0,0,114448.13
Rahman,714,France,Female,52,2,0,0,1,144045.08
Lori,590,France,Male,24,7,126431.54,1,0,58781.11
Cooke,614,France,Female,41,3,123475.04,1,1,179227.52
Volkova,766,France,Female,45,6,97652.96,1,0,127332.33
Lamb,557,Spain,Male,42,4,0,0,1,86642.38
Hawes,788,France,Female,49,4,137455.99,1,0,184178.29
Smith,648,France,Female,38,2,0,0,1,9551.49
Swanton,726,France,Female,33,7,99046.31,1,1,56053.06
Mitchell,773,France,Male,33,9,0,1,1,1118.31
Colombo,583,France,Male,27,4,105907.42,1,1,195732.04
Shaw,565,France,Male,52,5,97720.35,1,0,175070.94
Shipp,705,France,Male,25,9,0,0,1,112331.19
Jonathan,685,Spain,Male,43,4,97392.18,1,0,43956.83
Hernandez,741,France,Male,29,8,0,1,1,115994.52
Green,658,France,Female,28,9,152812.58,1,0,166682.57
Young,575,France,Male,27,3,139301.68,1,0,99843.98
Han,844,France,Female,41,10,76319.64,1,1,141175.18
Highland,559,Spain,Male,67,9,125919.35,1,0,175910.95
Hamilton,725,France,Male,37,6,124348.38,0,1,176984.34
Yobanna,450,France,Male,29,7,117199.8,1,1,43480.63
Crawford,738,France,Female,57,9,148384.64,0,0,155047.11
Beavers,642,France,Female,19,3,113905.48,1,1,176137.2
Williamson,618,Spain,Male,32,5,133476.09,0,1,154843.4
Beneventi,590,France,Male,47,0,117879.32,1,1,8214.46
Chidumaga,735,France,Male,50,2,0,0,1,147075.69
Mitchell,550,France,Male,34,8,122359.5,0,0,116495.55
Chibugo,729,Spain,Female,28,0,0,1,1,31165.06
Hyde,743,France,Male,59,5,108585.35,1,1,192127.22
Alekseeva,555,France,Male,31,8,145875.74,1,0,137491.23
Abdulov,667,Spain,Female,36,3,121542.57,1,1,186841.71
Buckley,790,Spain,Female,41,7,109508.68,0,0,86776.38
Howard,727,France,Male,34,2,146407.11,1,1,72073.72
Peel,744,France,Female,39,6,0,0,0,10662.58
Herz,629,France,Male,35,8,112330.83,1,1,91001.02
Holden,619,France,Female,35,4,90413.12,1,1,20555.21
McLean,634,France,Male,34,8,105302.66,1,1,123164.97
Findlay,608,Spain,Female,35,6,0,1,1,143463.28
Wyatt,507,France,Female,35,1,0,0,0,92131.54
Rapuluolisa,536,France,Female,35,4,121520.36,0,0,77178.42
Buckland,730,Spain,Female,43,1,103960.38,1,1,193650.16
Hargreaves,583,France,Male,39,8,102945.01,0,0,52861.89
Onyeoruru,644,France,Female,24,8,92760.55,1,0,35896.75
Salas,790,Spain,Male,37,8,0,1,1,149418.41
Laney,807,France,Female,40,1,134590.21,1,1,46253.65
Fu,581,France,Female,37,10,104255.03,1,0,86609.37
Tien,627,Spain,Female,55,6,0,0,0,91943.94
Sazonova,850,France,Male,41,3,0,1,0,128892.36
Tuan,754,France,Female,35,4,0,1,0,44830.71
Wei,551,France,Male,50,1,121399.98,0,1,84508.44
Bergamaschi,637,France,Male,35,8,147127.81,1,1,84760.7
Taylor,699,Spain,Male,31,8,125927.51,1,0,147661.47
Messersmith,542,France,Female,25,7,0,0,1,82393.08
Coles,640,France,Male,48,1,111599.32,0,1,135995.58
Brookes,553,France,Female,27,3,0,0,0,159800.16
Reid,741,France,Male,38,9,0,1,0,14379.01
Etheridge,598,France,Male,35,8,114212.6,1,1,74322.85
Jolly,660,Spain,Female,42,5,0,1,1,189016.24
Chizoba,618,Spain,Male,41,4,115251.64,0,0,136435.75
Eberegbulam,647,France,Male,43,9,0,1,1,78488.39
Pagnotto,491,France,Female,68,3,107571.61,0,1,113695.99
Lucchesi,652,France,Female,32,2,0,1,0,54628.11
Hughes,650,France,Female,45,9,152367.21,1,0,150835.21
Panicucci,413,France,Male,39,1,130969.77,1,1,158891.79
Burns,416,France,Female,25,0,97738.97,1,1,160523.33
Ricci,629,Spain,Male,34,8,0,1,1,180595.02
Lambert,678,Spain,Female,40,4,113794.22,1,0,16618.76
Esposito,527,Spain,Male,28,6,128396.33,1,0,79919.97
Benson,743,Spain,Female,48,5,118207.69,0,0,186489.14
Botts,683,France,Male,73,9,124730.26,1,1,51999.5
Parkes,536,France,Female,41,9,0,1,0,121299.14
Mai,663,Spain,Male,52,0,136298.65,1,0,144593.3
Castiglione,646,France,Female,38,2,0,0,0,178752.73
Manna,707,France,Male,35,2,0,1,1,94148.3
Lin,602,France,Male,34,5,0,1,1,77414.45
Fink,635,France,Female,47,2,125724.95,1,0,63236.97
Baresi,597,France,Male,67,2,0,0,1,108645.85
Morehead,503,France,Male,38,1,0,1,1,95153.24
Afamefuna,524,Spain,Female,64,5,0,1,0,136079.64
Greco,700,France,Male,46,5,95872.86,1,0,98273.01
Balashova,692,France,Male,33,9,0,1,0,113505.93
Bogdanov,562,France,Male,37,2,0,0,1,52525.15
Lowe,679,France,Male,37,7,74260.03,1,0,194617.98
Ponce,603,France,Male,35,1,123407.69,1,0,152541.89
Trevisano,720,Spain,Male,33,3,123783.91,1,1,142903.44
Gardner,797,France,Male,24,5,0,1,0,182257.61
Lorenzo,594,France,Male,36,6,153880.15,0,0,135431.72
Palmer,529,France,Female,31,7,0,1,1,175697.87
Zuyeva,606,France,Female,32,1,106301.85,0,1,59061.25
Jen,621,Spain,Female,40,7,0,0,1,131283.6
Alekseeva,513,France,Female,43,9,0,1,0,152499.8
Manfrin,753,France,Male,44,3,138076.47,1,0,15523.09
Chiemenam,605,France,Female,30,9,135422.31,0,1,186418.85
Chiemenam,574,Spain,Female,37,7,0,1,0,32262.28
Clark,726,France,Female,38,5,126875.62,1,0,128052.29
Fanucci,611,Spain,Female,28,3,96381.68,1,0,181419.29
Cattaneo,593,France,Female,41,4,119703.1,1,1,109783.29
Udinesi,466,France,Male,41,2,152102.18,1,0,181879.56
Bentley,741,France,Female,36,0,127675.39,1,0,74260.16
Holmes,684,France,Female,44,2,133776.86,0,1,49865.04
Austin,550,Spain,Female,33,9,72788.03,1,1,103608.06
Mackenzie,593,Spain,Male,26,9,76226.9,1,0,167564.82
